SCHOOL,ID,LONGITUD,LATITUDE,Year,Round,Is_Center
Richmond,233374,-77.53880600000001,37.577393,2004,All,N
Manhattan,192703,-73.901893,40.889756,2004,All,N
VCU,234030,-77.452697,37.549620000000004,2004,All,N
Central Florida,132903,-81.200889,28.602159000000004,2004,All,N
Eastern Washington,235097,-117.583808,47.490666999999995,2004,All,N
Liberty,232557,-79.18222,37.350232,2004,All,N
Kentucky,157085,-84.504747,38.038911,2004,All,N
Gonzaga,235316,-117.400625,47.666531,2004,All,N
Georgia Tech,139755,-84.394832,33.772420000000004,2004,All,N
Kansas,155317,-95.247567,38.958549,2004,All,N
Providence,217402,-71.437446,41.842742,2004,All,N
Boston College,164924,-71.16924200000001,42.336213,2004,All,N
Michigan State,171100,-84.476111,42.73212,2004,All,N
Washington,236948,-122.30514,47.65538,2004,All,N
UAB,100663,-86.799345,33.505697,2004,All,N
Nevada,182290,-119.815377,39.543642,2004,All,N
Utah,230764,-111.84604399999999,40.762484,2004,All,N
Pacific,209612,-123.108777,45.521394,2004,All,N
Illinois-Chicago,145600,-87.650503,41.871837,2004,All,N
Northern Iowa,154095,-92.459703,42.514922999999996,2004,All,N
Valparaiso,152600,-87.040172,41.462239000000004,2004,All,N
Florida A&M,133650,-84.290226,30.428503999999997,2004,All,N
Lehigh,213543,-75.380236,40.606821999999994,2004,All,N
Duke,198419,-78.937624,36.001135,2004,All,N
Mississippi State,176080,-88.790139,33.454852,2004,All,N
Texas,228778,-97.73827299999999,30.282825,2004,All,N
Cincinnati,201885,-84.51428,39.131159000000004,2004,All,N
Illinois,145637,-88.229114,40.104718,2004,All,N
North Carolina,199120,-79.050969,35.911769,2004,All,N
Xavier,206622,-84.47465,39.149547,2004,All,N
Seton Hall,186584,-74.246027,40.742336,2004,All,N
Arizona,104179,-110.95081499999999,32.232671999999994,2004,All,N
Louisville,157289,-85.760412,38.216862,2004,All,N
Air Force,128328,-104.89135800000001,39.010957,2004,All,N
Murray State,157401,-88.323629,36.612419,2004,All,N
East Tennessee State,220075,-82.366954,36.301643,2004,All,N
Princeton,186131,-74.65936500000001,40.348732,2004,All,N
Monmouth,185572,-74.006447,40.280066,2004,All,N
Alabama State,100724,-86.295677,32.364317,2004,All,N
Stanford,243744,-122.167359,37.429434,2004,All,N
UConn,129020,-72.249948,41.809098,2004,All,N
NC State,199193,-78.67451700000001,35.785111,2004,All,N
Maryland,163286,-76.944721,38.988178000000005,2004,All,N
Syracuse,196413,-76.136975,43.040176,2004,All,N
Vanderbilt,221999,-86.80336899999999,36.14659,2004,All,N
DePaul,144740,-87.62724,41.877618,2004,All,N
Alabama,100751,-87.545978,33.211875,2004,All,N
Southern Illinois,149222,-89.21727299999999,37.714193,2004,All,N
Dayton,202480,-84.176113,39.739546999999995,2004,All,N
Western Michigan,172699,-85.613759,42.282194,2004,All,N
BYU,230038,-111.649281,40.250851000000004,2004,All,N
UTEP,228796,-106.504098,31.77015,2004,All,N
Louisiana-Lafayette,160658,-92.020165,30.212190999999997,2004,All,N
Vermont,231174,-73.196646,44.477325,2004,All,N
UTSA,229027,-98.620657,29.583709000000002,2004,All,N
Centroid,0,-88.86818058,38.10102835,2004,All,Y
Saint Joseph's,215770,-75.238343,39.994442,2004,Sweet 16,N
Wake Forest,199847,-80.277446,36.133609,2004,Sweet 16,N
Oklahoma State,207388,-97.069743,36.123084999999996,2004,Sweet 16,N
Pittsburgh,215293,-79.953254,40.444388000000004,2004,Sweet 16,N
UAB,100663,-86.799345,33.505697,2004,Sweet 16,N
Kansas,155317,-95.247567,38.958549,2004,Sweet 16,N
Georgia Tech,139755,-84.394832,33.772420000000004,2004,Sweet 16,N
Nevada,182290,-119.815377,39.543642,2004,Sweet 16,N
Duke,198419,-78.937624,36.001135,2004,Sweet 16,N
Illinois,145637,-88.229114,40.104718,2004,Sweet 16,N
Xavier,206622,-84.47465,39.149547,2004,Sweet 16,N
Texas,228778,-97.73827299999999,30.282825,2004,Sweet 16,N
Alabama,100751,-87.545978,33.211875,2004,Sweet 16,N
Syracuse,196413,-76.136975,43.040176,2004,Sweet 16,N
UConn,129020,-72.249948,41.809098,2004,Sweet 16,N
Vanderbilt,221999,-86.80336899999999,36.14659,2004,Sweet 16,N
Centroid,0,-86.93198988,37.38886225,2004,Sweet 16,Y
Saint Joseph's,215770,-75.238343,39.994442,2004,Elite 8,N
Oklahoma State,207388,-97.069743,36.123084999999996,2004,Elite 8,N
Kansas,155317,-95.247567,38.958549,2004,Elite 8,N
Georgia Tech,139755,-84.394832,33.772420000000004,2004,Elite 8,N
Duke,198419,-78.937624,36.001135,2004,Elite 8,N
Xavier,206622,-84.47465,39.149547,2004,Elite 8,N
Alabama,100751,-87.545978,33.211875,2004,Elite 8,N
UConn,129020,-72.249948,41.809098,2004,Elite 8,N
Centroid,0,-84.39483563,37.37751888,2004,Elite 8,Y
UConn,129020,-72.249948,41.809098,2004,Final 4,N
Oklahoma State,207388,-97.069743,36.123084999999996,2004,Final 4,N
Duke,198419,-78.937624,36.001135,2004,Final 4,N
Georgia Tech,139755,-84.394832,33.772420000000004,2004,Final 4,N
Centroid,0,-83.16303675,36.9264345,2004,Final 4,Y
Illinois,145637,-88.229114,40.104718,2005,All,N
Oklahoma State,207388,-97.069743,36.123084999999996,2005,All,N
Arizona,104179,-110.95081499999999,32.232671999999994,2005,All,N
Boston College,164924,-71.16924200000001,42.336213,2005,All,N
Alabama,100751,-87.545978,33.211875,2005,All,N
LSU,159391,-91.178921,30.414986,2005,All,N
Southern Illinois,149222,-89.21727299999999,37.714193,2005,All,N
Texas,228778,-97.73827299999999,30.282825,2005,All,N
Nevada,182290,-119.815377,39.543642,2005,All,N
Saint Mary's (Cal.),123554,-122.109031,37.840731,2005,All,N
UAB,100663,-86.799345,33.505697,2005,All,N
UW-Milwaukee,240453,-87.880488,43.076848,2005,All,N
Penn,215062,-75.19391,39.950928999999995,2005,All,N
Utah State,230728,-111.81391,41.740747999999996,2005,All,N
Southeastern Louisiana,160612,-90.468676,30.514652,2005,All,N
Fairleigh Dickinson,184603,-74.028986,40.897209000000004,2005,All,N
Washington,236948,-122.30514,47.65538,2005,All,N
Wake Forest,199847,-80.277446,36.133609,2005,All,N
Gonzaga,235316,-117.400625,47.666531,2005,All,N
Louisville,157289,-85.760412,38.216862,2005,All,N
Georgia Tech,139755,-84.394832,33.772420000000004,2005,All,N
Texas Tech,229115,-101.874783,33.583448,2005,All,N
West Virginia,238032,-79.954391,39.634371,2005,All,N
Pacific,209612,-123.108777,45.521394,2005,All,N
Pittsburgh,215293,-79.953254,40.444388000000004,2005,All,N
Creighton,181002,-95.947811,41.265361,2005,All,N
UCLA,110662,-118.44217900000001,34.07178,2005,All,N
George Washington,131469,-77.048363,38.899229999999996,2005,All,N
Louisiana-Lafayette,160658,-92.020165,30.212190999999997,2005,All,N
Winthrop,218964,-81.03140400000001,34.941515,2005,All,N
Chattanooga,221740,-85.300247,35.047519,2005,All,N
Montana,180489,-113.98291200000001,46.859312,2005,All,N
North Carolina,199120,-79.050969,35.911769,2005,All,N
UConn,129020,-72.249948,41.809098,2005,All,N
Kansas,155317,-95.247567,38.958549,2005,All,N
Florida,134130,-82.347911,29.646290000000004,2005,All,N
Villanova,216597,-75.345457,40.039388,2005,All,N
Wisconsin,240444,-89.404098,43.075409,2005,All,N
UNC-Charlotte,199139,-80.730919,35.306022,2005,All,N
Minnesota,174066,-93.23546400000001,44.972851,2005,All,N
Iowa State,153603,-93.648504,42.026212,2005,All,N
NC State,199193,-78.67451700000001,35.785111,2005,All,N
Northern Iowa,154095,-92.459703,42.514922999999996,2005,All,N
New Mexico,187985,-106.62015500000001,35.083868,2005,All,N
Ohio,204857,-82.100985,39.326798,2005,All,N
Bucknell,211291,-76.882616,40.954316999999996,2005,All,N
Central Florida,132903,-81.200889,28.602159000000004,2005,All,N
Oakland,171571,-83.216418,42.674572999999995,2005,All,N
Alabama A&M,100654,-86.568502,34.783367999999996,2005,All,N
Duke,198419,-78.937624,36.001135,2005,All,N
Kentucky,157085,-84.504747,38.038911,2005,All,N
Oklahoma,207500,-97.444211,35.209407,2005,All,N
Syracuse,196413,-76.136975,43.040176,2005,All,N
Michigan State,171100,-84.476111,42.73212,2005,All,N
Utah,230764,-111.84604399999999,40.762484,2005,All,N
Cincinnati,201885,-84.51428,39.131159000000004,2005,All,N
Stanford,243744,-122.167359,37.429434,2005,All,N
Mississippi State,176080,-88.790139,33.454852,2005,All,N
Iowa,153658,-91.536425,41.661935,2005,All,N
UTEP,228796,-106.504098,31.77015,2005,All,N
Old Dominion,232982,-76.30666,36.886418,2005,All,N
Vermont,231174,-73.196646,44.477325,2005,All,N
Niagara,193973,-79.036689,43.137279,2005,All,N
Eastern Kentucky,156620,-84.30079599999999,37.740845,2005,All,N
Delaware State,130934,-75.54053,39.187173,2005,All,N
Centroid,0,-90.83439659999999,38.23919757,2005,All,Y
Illinois,145637,-88.229114,40.104718,2005,Sweet 16,N
UW-Milwaukee,240453,-87.880488,43.076848,2005,Sweet 16,N
Arizona,104179,-110.95081499999999,32.232671999999994,2005,Sweet 16,N
Oklahoma State,207388,-97.069743,36.123084999999996,2005,Sweet 16,N
Washington,236948,-122.30514,47.65538,2005,Sweet 16,N
Louisville,157289,-85.760412,38.216862,2005,Sweet 16,N
West Virginia,238032,-79.954391,39.634371,2005,Sweet 16,N
Texas Tech,229115,-101.874783,33.583448,2005,Sweet 16,N
North Carolina,199120,-79.050969,35.911769,2005,Sweet 16,N
Villanova,216597,-75.345457,40.039388,2005,Sweet 16,N
Wisconsin,240444,-89.404098,43.075409,2005,Sweet 16,N
NC State,199193,-78.67451700000001,35.785111,2005,Sweet 16,N
Duke,198419,-78.937624,36.001135,2005,Sweet 16,N
Michigan State,171100,-84.476111,42.73212,2005,Sweet 16,N
Kentucky,157085,-84.504747,38.038911,2005,Sweet 16,N
Utah,230764,-111.84604399999999,40.762484,2005,Sweet 16,N
Centroid,0,-91.01652831,38.93585694,2005,Sweet 16,Y
Illinois,145637,-88.229114,40.104718,2005,Elite 8,N
Arizona,104179,-110.95081499999999,32.232671999999994,2005,Elite 8,N
Louisville,157289,-85.760412,38.216862,2005,Elite 8,N
West Virginia,238032,-79.954391,39.634371,2005,Elite 8,N
North Carolina,199120,-79.050969,35.911769,2005,Elite 8,N
Wisconsin,240444,-89.404098,43.075409,2005,Elite 8,N
Michigan State,171100,-84.476111,42.73212,2005,Elite 8,N
Kentucky,157085,-84.504747,38.038911,2005,Elite 8,N
Centroid,0,-87.79133213,38.743354,2005,Elite 8,Y
Louisville,157289,-85.760412,38.216862,2005,Final 4,N
Michigan State,171100,-84.476111,42.73212,2005,Final 4,N
North Carolina,199120,-79.050969,35.911769,2005,Final 4,N
Illinois,145637,-88.229114,40.104718,2005,Final 4,N
Centroid,0,-84.3791515,39.24136725,2005,Final 4,Y
Duke,198419,-78.937624,36.001135,2006,All,N
Texas,228778,-97.73827299999999,30.282825,2006,All,N
Iowa,153658,-91.536425,41.661935,2006,All,N
LSU,159391,-91.178921,30.414986,2006,All,N
Syracuse,196413,-76.136975,43.040176,2006,All,N
West Virginia,238032,-79.954391,39.634371,2006,All,N
California,110635,-122.26046299999999,37.871918,2006,All,N
George Washington,131469,-77.048363,38.899229999999996,2006,All,N
UNC-Wilmington,199218,-77.875527,34.225223,2006,All,N
NC State,199193,-78.67451700000001,35.785111,2006,All,N
Southern Illinois,149222,-89.21727299999999,37.714193,2006,All,N
Texas A&M,228723,-96.336475,30.618726000000002,2006,All,N
Iona,191931,-73.788046,40.925725,2006,All,N
Northwestern State,160038,-93.097797,31.750666,2006,All,N
Penn,215062,-75.19391,39.950928999999995,2006,All,N
Southern,160621,-91.190105,30.524558000000003,2006,All,N
Memphis,220862,-89.938068,35.118878,2006,All,N
UCLA,110662,-118.44217900000001,34.07178,2006,All,N
Gonzaga,235316,-117.400625,47.666531,2006,All,N
Kansas,155317,-95.247567,38.958549,2006,All,N
Pittsburgh,215293,-79.953254,40.444388000000004,2006,All,N
Indiana,151351,-86.52655899999999,39.166090000000004,2006,All,N
Marquette,239105,-87.927961,43.03903,2006,All,N
Arkansas,106397,-94.17698100000001,36.070009000000006,2006,All,N
Bucknell,211291,-76.882616,40.954316999999996,2006,All,N
Alabama,100751,-87.545978,33.211875,2006,All,N
San Diego State,122409,-117.071228,32.77525,2006,All,N
Kent State,203517,-81.34253299999999,41.146653,2006,All,N
Bradley,143358,-89.616786,40.696896,2006,All,N
Xavier,206622,-84.47465,39.149547,2006,All,N
Belmont,219709,-86.79480699999999,36.135589,2006,All,N
Oral Roberts,207582,-95.952547,36.049129,2006,All,N
UConn,129020,-72.249948,41.809098,2006,All,N
Tennessee,221759,-83.925852,35.952082,2006,All,N
North Carolina,199120,-79.050969,35.911769,2006,All,N
Illinois,145637,-88.229114,40.104718,2006,All,N
Washington,236948,-122.30514,47.65538,2006,All,N
Michigan State,171100,-84.476111,42.73212,2006,All,N
Wichita State,156125,-97.292361,37.718882,2006,All,N
Kentucky,157085,-84.504747,38.038911,2006,All,N
UAB,100663,-86.799345,33.505697,2006,All,N
Seton Hall,186584,-74.246027,40.742336,2006,All,N
George Mason,232186,-77.307428,38.829976,2006,All,N
Utah State,230728,-111.81391,41.740747999999996,2006,All,N
Air Force,128328,-104.89135800000001,39.010957,2006,All,N
Murray State,157401,-88.323629,36.612419,2006,All,N
Winthrop,218964,-81.03140400000001,34.941515,2006,All,N
Albany,196060,-73.824662,42.685489000000004,2006,All,N
Villanova,216597,-75.345457,40.039388,2006,All,N
Ohio State,204796,-83.014853,39.999324,2006,All,N
Florida,134130,-82.347911,29.646290000000004,2006,All,N
Boston College,164924,-71.16924200000001,42.336213,2006,All,N
Nevada,182290,-119.815377,39.543642,2006,All,N
Oklahoma,207500,-97.444211,35.209407,2006,All,N
Georgetown,131496,-77.073463,38.908809000000005,2006,All,N
Arizona,104179,-110.95081499999999,32.232671999999994,2006,All,N
Wisconsin,240444,-89.404098,43.075409,2006,All,N
Northern Iowa,154095,-92.459703,42.514922999999996,2006,All,N
UW-Milwaukee,240453,-87.880488,43.076848,2006,All,N
Montana,180489,-113.98291200000001,46.859312,2006,All,N
Pacific,209612,-123.108777,45.521394,2006,All,N
South Alabama,102094,-88.17871099999999,30.696033,2006,All,N
Davidson,198385,-80.843979,35.499767,2006,All,N
Monmouth,185572,-74.006447,40.280066,2006,All,N
Hampton,232265,-76.339161,37.019944,2006,All,N
Centroid,0,-89.73995437,38.22165778,2006,All,Y
Duke,198419,-78.937624,36.001135,2006,Sweet 16,N
LSU,159391,-91.178921,30.414986,2006,Sweet 16,N
Texas,228778,-97.73827299999999,30.282825,2006,Sweet 16,N
West Virginia,238032,-79.954391,39.634371,2006,Sweet 16,N
Memphis,220862,-89.938068,35.118878,2006,Sweet 16,N
Bradley,143358,-89.616786,40.696896,2006,Sweet 16,N
UCLA,110662,-118.44217900000001,34.07178,2006,Sweet 16,N
Gonzaga,235316,-117.400625,47.666531,2006,Sweet 16,N
Villanova,216597,-75.345457,40.039388,2006,Sweet 16,N
Boston College,164924,-71.16924200000001,42.336213,2006,Sweet 16,N
Florida,134130,-82.347911,29.646290000000004,2006,Sweet 16,N
Georgetown,131496,-77.073463,38.908809000000005,2006,Sweet 16,N
UConn,129020,-72.249948,41.809098,2006,Sweet 16,N
Washington,236948,-122.30514,47.65538,2006,Sweet 16,N
George Mason,232186,-77.307428,38.829976,2006,Sweet 16,N
Wichita State,156125,-97.292361,37.718882,2006,Sweet 16,N
Centroid,0,-89.89361356,38.17696488,2006,Sweet 16,Y
LSU,159391,-91.178921,30.414986,2006,Elite 8,N
Texas,228778,-97.73827299999999,30.282825,2006,Elite 8,N
Memphis,220862,-89.938068,35.118878,2006,Elite 8,N
UCLA,110662,-118.44217900000001,34.07178,2006,Elite 8,N
Villanova,216597,-75.345457,40.039388,2006,Elite 8,N
Florida,134130,-82.347911,29.646290000000004,2006,Elite 8,N
UConn,129020,-72.249948,41.809098,2006,Elite 8,N
George Mason,232186,-77.307428,38.829976,2006,Elite 8,N
Centroid,0,-88.06852313,35.02665263,2006,Elite 8,Y
UCLA,110662,-118.44217900000001,34.07178,2006,Final 4,N
George Mason,232186,-77.307428,38.829976,2006,Final 4,N
Florida,134130,-82.347911,29.646290000000004,2006,Final 4,N
LSU,159391,-91.178921,30.414986,2006,Final 4,N
Centroid,0,-92.31910975,33.240758,2006,Final 4,Y
Florida,134130,-82.347911,29.646290000000004,2007,All,N
Wisconsin,240444,-89.404098,43.075409,2007,All,N
Oregon,209551,-123.07579199999999,44.045146,2007,All,N
Maryland,163286,-76.944721,38.988178000000005,2007,All,N
Butler,150163,-86.172167,39.8374,2007,All,N
Notre Dame,152080,-86.238959,41.703058,2007,All,N
UNLV,182281,-115.138462,36.106047,2007,All,N
Arizona,104179,-110.95081499999999,32.232671999999994,2007,All,N
Purdue,243780,-86.914435,40.428206,2007,All,N
Georgia Tech,139755,-84.394832,33.772420000000004,2007,All,N
Winthrop,218964,-81.03140400000001,34.941515,2007,All,N
Old Dominion,232982,-76.30666,36.886418,2007,All,N
Davidson,198385,-80.843979,35.499767,2007,All,N
Miami (OH),204024,-84.732954,39.507757,2007,All,N
Texas A&M-Corpus Christi,224147,-97.32395,27.713722999999998,2007,All,N
Jackson State,175856,-90.20740500000001,32.296105,2007,All,N
North Carolina,199120,-79.050969,35.911769,2007,All,N
Georgetown,131496,-77.073463,38.908809000000005,2007,All,N
Washington State,236939,-117.15816799999999,46.730447999999996,2007,All,N
Texas,228778,-97.73827299999999,30.282825,2007,All,N
USC,123961,-118.28416899999999,34.021281,2007,All,N
Vanderbilt,221999,-86.80336899999999,36.14659,2007,All,N
Boston College,164924,-71.16924200000001,42.336213,2007,All,N
Marquette,239105,-87.927961,43.03903,2007,All,N
Michigan State,171100,-84.476111,42.73212,2007,All,N
Texas Tech,229115,-101.874783,33.583448,2007,All,N
George Washington,131469,-77.048363,38.899229999999996,2007,All,N
Arkansas,106397,-94.17698100000001,36.070009000000006,2007,All,N
New Mexico State,188030,-106.75206899999999,32.281568,2007,All,N
Oral Roberts,207582,-95.952547,36.049129,2007,All,N
Belmont,219709,-86.79480699999999,36.135589,2007,All,N
Eastern Kentucky,156620,-84.30079599999999,37.740845,2007,All,N
Ohio State,204796,-83.014853,39.999324,2007,All,N
Memphis,220862,-89.938068,35.118878,2007,All,N
Texas A&M,228723,-96.336475,30.618726000000002,2007,All,N
Virginia,234076,-78.503428,38.035665,2007,All,N
Tennessee,221759,-83.925852,35.952082,2007,All,N
Louisville,157289,-85.760412,38.216862,2007,All,N
Nevada,182290,-119.815377,39.543642,2007,All,N
BYU,230038,-111.649281,40.250851000000004,2007,All,N
Xavier,206622,-84.47465,39.149547,2007,All,N
Creighton,181002,-95.947811,41.265361,2007,All,N
Stanford,243744,-122.167359,37.429434,2007,All,N
Long Beach State,110583,-118.11204,33.782818,2007,All,N
Albany,196060,-73.824662,42.685489000000004,2007,All,N
Penn,215062,-75.19391,39.950928999999995,2007,All,N
North Texas,227216,-97.148422,33.211178000000004,2007,All,N
Central Connecticut State,128771,-72.765991,41.692502000000005,2007,All,N
Kansas,155317,-95.247567,38.958549,2007,All,N
UCLA,110662,-118.44217900000001,34.07178,2007,All,N
Pittsburgh,215293,-79.953254,40.444388000000004,2007,All,N
Southern Illinois,149222,-89.21727299999999,37.714193,2007,All,N
Virginia Tech,233921,-80.423675,37.229012,2007,All,N
Duke,198419,-78.937624,36.001135,2007,All,N
Indiana,151351,-86.52655899999999,39.166090000000004,2007,All,N
Kentucky,157085,-84.504747,38.038911,2007,All,N
Villanova,216597,-75.345457,40.039388,2007,All,N
Gonzaga,235316,-117.400625,47.666531,2007,All,N
VCU,234030,-77.452697,37.549620000000004,2007,All,N
Illinois,145637,-88.229114,40.104718,2007,All,N
Holy Cross,166124,-71.808214,42.23752,2007,All,N
Wright State,206604,-84.064881,39.780634,2007,All,N
Weber State,230782,-111.944845,41.192591,2007,All,N
Niagara,193973,-79.036689,43.137279,2007,All,N
Florida A&M,133650,-84.290226,30.428503999999997,2007,All,N
Centroid,0,-90.92330511,37.81866377,2007,All,Y
Florida,134130,-82.347911,29.646290000000004,2007,Sweet 16,N
Butler,150163,-86.172167,39.8374,2007,Sweet 16,N
Oregon,209551,-123.07579199999999,44.045146,2007,Sweet 16,N
UNLV,182281,-115.138462,36.106047,2007,Sweet 16,N
Kansas,155317,-95.247567,38.958549,2007,Sweet 16,N
Southern Illinois,149222,-89.21727299999999,37.714193,2007,Sweet 16,N
UCLA,110662,-118.44217900000001,34.07178,2007,Sweet 16,N
Pittsburgh,215293,-79.953254,40.444388000000004,2007,Sweet 16,N
North Carolina,199120,-79.050969,35.911769,2007,Sweet 16,N
USC,123961,-118.28416899999999,34.021281,2007,Sweet 16,N
Georgetown,131496,-77.073463,38.908809000000005,2007,Sweet 16,N
Vanderbilt,221999,-86.80336899999999,36.14659,2007,Sweet 16,N
Ohio State,204796,-83.014853,39.999324,2007,Sweet 16,N
Tennessee,221759,-83.925852,35.952082,2007,Sweet 16,N
Memphis,220862,-89.938068,35.118878,2007,Sweet 16,N
Texas A&M,228723,-96.336475,30.618726000000002,2007,Sweet 16,N
Centroid,0,-94.00136394,36.71882825,2007,Sweet 16,Y
Florida,134130,-82.347911,29.646290000000004,2007,Elite 8,N
Oregon,209551,-123.07579199999999,44.045146,2007,Elite 8,N
Kansas,155317,-95.247567,38.958549,2007,Elite 8,N
UCLA,110662,-118.44217900000001,34.07178,2007,Elite 8,N
North Carolina,199120,-79.050969,35.911769,2007,Elite 8,N
Georgetown,131496,-77.073463,38.908809000000005,2007,Elite 8,N
Ohio State,204796,-83.014853,39.999324,2007,Elite 8,N
Memphis,220862,-89.938068,35.118878,2007,Elite 8,N
Centroid,0,-93.52385025,37.08256813,2007,Elite 8,Y
Ohio State,204796,-83.014853,39.999324,2007,Final 4,N
UCLA,110662,-118.44217900000001,34.07178,2007,Final 4,N
Florida,134130,-82.347911,29.646290000000004,2007,Final 4,N
Georgetown,131496,-77.073463,38.908809000000005,2007,Final 4,N
Centroid,0,-90.2196015,35.65655075,2007,Final 4,Y
North Carolina,199120,-79.050969,35.911769,2008,All,N
Tennessee,221759,-83.925852,35.952082,2008,All,N
Louisville,157289,-85.760412,38.216862,2008,All,N
Washington State,236939,-117.15816799999999,46.730447999999996,2008,All,N
Notre Dame,152080,-86.238959,41.703058,2008,All,N
Oklahoma,207500,-97.444211,35.209407,2008,All,N
Butler,150163,-86.172167,39.8374,2008,All,N
Indiana,151351,-86.52655899999999,39.166090000000004,2008,All,N
Arkansas,106397,-94.17698100000001,36.070009000000006,2008,All,N
South Alabama,102094,-88.17871099999999,30.696033,2008,All,N
Saint Joseph's,215770,-75.238343,39.994442,2008,All,N
George Mason,232186,-77.307428,38.829976,2008,All,N
Winthrop,218964,-81.03140400000001,34.941515,2008,All,N
Boise State,142115,-116.203301,43.604284,2008,All,N
American,131159,-77.088875,38.936005,2008,All,N
Mount St. Mary's,163462,-77.351887,39.681705,2008,All,N
Coppin State,162283,-76.658687,39.311258,2008,All,N
UCLA,110662,-118.44217900000001,34.07178,2008,All,N
Duke,198419,-78.937624,36.001135,2008,All,N
Xavier,206622,-84.47465,39.149547,2008,All,N
UConn,129020,-72.249948,41.809098,2008,All,N
Drake,153269,-93.652163,41.601290000000006,2008,All,N
Purdue,243780,-86.914435,40.428206,2008,All,N
West Virginia,238032,-79.954391,39.634371,2008,All,N
BYU,230038,-111.649281,40.250851000000004,2008,All,N
Texas A&M,228723,-96.336475,30.618726000000002,2008,All,N
Arizona,104179,-110.95081499999999,32.232671999999994,2008,All,N
Baylor,223232,-97.121041,31.546871999999997,2008,All,N
Western Kentucky,157951,-86.456828,36.985034999999996,2008,All,N
San Diego,122436,-117.192073,32.770815999999996,2008,All,N
Georgia,139959,-83.374039,33.956262,2008,All,N
Belmont,219709,-86.79480699999999,36.135589,2008,All,N
Mississippi Valley State,176044,-90.341274,33.514142,2008,All,N
Kansas,155317,-95.247567,38.958549,2008,All,N
Georgetown,131496,-77.073463,38.908809000000005,2008,All,N
Wisconsin,240444,-89.404098,43.075409,2008,All,N
Vanderbilt,221999,-86.80336899999999,36.14659,2008,All,N
Clemson,217882,-82.835114,34.679381,2008,All,N
USC,123961,-118.28416899999999,34.021281,2008,All,N
Gonzaga,235316,-117.400625,47.666531,2008,All,N
UNLV,182281,-115.138462,36.106047,2008,All,N
Kent State,203517,-81.34253299999999,41.146653,2008,All,N
Davidson,198385,-80.843979,35.499767,2008,All,N
Kansas State,155399,-96.58107700000001,39.188648,2008,All,N
Villanova,216597,-75.345457,40.039388,2008,All,N
Siena,195474,-73.7526,42.717602,2008,All,N
Cal State Fullerton,110565,-117.885446,33.881506,2008,All,N
UMBC,163268,-76.711607,39.256686,2008,All,N
Portland State,209807,-122.68628899999999,45.511601,2008,All,N
Memphis,220862,-89.938068,35.118878,2008,All,N
Texas,228778,-97.73827299999999,30.282825,2008,All,N
Stanford,243744,-122.167359,37.429434,2008,All,N
Pittsburgh,215293,-79.953254,40.444388000000004,2008,All,N
Michigan State,171100,-84.476111,42.73212,2008,All,N
Marquette,239105,-87.927961,43.03903,2008,All,N
Miami (FL),135726,-80.278662,25.72126,2008,All,N
Mississippi State,176080,-88.790139,33.454852,2008,All,N
Oregon,209551,-123.07579199999999,44.045146,2008,All,N
Saint Mary's (Cal.),123554,-122.109031,37.840731,2008,All,N
Kentucky,157085,-84.504747,38.038911,2008,All,N
Temple,216339,-75.156859,39.980546000000004,2008,All,N
Oral Roberts,207582,-95.952547,36.049129,2008,All,N
Cornell,190415,-76.48308399999999,42.4472,2008,All,N
Austin Peay,219602,-87.35408100000001,36.533319,2008,All,N
Texas-Arlington,228769,-97.11296,32.729718,2008,All,N
Centroid,0,-92.01091877,37.818318,2008,All,Y
North Carolina,199120,-79.050969,35.911769,2008,Sweet 16,N
Washington State,236939,-117.15816799999999,46.730447999999996,2008,Sweet 16,N
Louisville,157289,-85.760412,38.216862,2008,Sweet 16,N
Tennessee,221759,-83.925852,35.952082,2008,Sweet 16,N
Kansas,155317,-95.247567,38.958549,2008,Sweet 16,N
Villanova,216597,-75.345457,40.039388,2008,Sweet 16,N
Davidson,198385,-80.843979,35.499767,2008,Sweet 16,N
Wisconsin,240444,-89.404098,43.075409,2008,Sweet 16,N
Memphis,220862,-89.938068,35.118878,2008,Sweet 16,N
Michigan State,171100,-84.476111,42.73212,2008,Sweet 16,N
Texas,228778,-97.73827299999999,30.282825,2008,Sweet 16,N
Stanford,243744,-122.167359,37.429434,2008,Sweet 16,N
UCLA,110662,-118.44217900000001,34.07178,2008,Sweet 16,N
Western Kentucky,157951,-86.456828,36.985034999999996,2008,Sweet 16,N
Xavier,206622,-84.47465,39.149547,2008,Sweet 16,N
West Virginia,238032,-79.954391,39.634371,2008,Sweet 16,N
Centroid,0,-91.89902256,38.111766499999995,2008,Sweet 16,Y
North Carolina,199120,-79.050969,35.911769,2008,Elite 8,N
Louisville,157289,-85.760412,38.216862,2008,Elite 8,N
Kansas,155317,-95.247567,38.958549,2008,Elite 8,N
Davidson,198385,-80.843979,35.499767,2008,Elite 8,N
Memphis,220862,-89.938068,35.118878,2008,Elite 8,N
Texas,228778,-97.73827299999999,30.282825,2008,Elite 8,N
UCLA,110662,-118.44217900000001,34.07178,2008,Elite 8,N
Xavier,206622,-84.47465,39.149547,2008,Elite 8,N
Centroid,0,-91.43701213,35.90124713,2008,Elite 8,Y
UCLA,110662,-118.44217900000001,34.07178,2008,Final 4,N
Kansas,155317,-95.247567,38.958549,2008,Final 4,N
Memphis,220862,-89.938068,35.118878,2008,Final 4,N
