SCHOOL,ID,LONGITUD,LATITUDE,Year,Round,Is_Center
Stanford,243744,-122.167359,37.429434,1998,Elite 8,N
Centroid,0,-91.40435775,37.95877425,1998,Elite 8,Y
Kentucky,157085,-84.504747,38.038911,1998,Final 4,N
Utah,230764,-111.84604399999999,40.762484,1998,Final 4,N
North Carolina,199120,-79.050969,35.911769,1998,Final 4,N
Stanford,243744,-122.167359,37.429434,1998,Final 4,N
Centroid,0,-99.39227975,38.0356495,1998,Final 4,Y
Duke,198419,-78.937624,36.001135,1999,All,N
Miami (FL),135726,-80.278662,25.72126,1999,All,N
Cincinnati,201885,-84.51428,39.131159000000004,1999,All,N
Tennessee,221759,-83.925852,35.952082,1999,All,N
Wisconsin,240444,-89.404098,43.075409,1999,All,N
Temple,216339,-75.156859,39.980546000000004,1999,All,N
Texas,228778,-97.73827299999999,30.282825,1999,All,N
College of Charleston,217819,-79.93979399999999,32.784225,1999,All,N
Tulsa,207971,-95.945941,36.152324,1999,All,N
Purdue,243780,-86.914435,40.428206,1999,All,N
Kent State,203517,-81.34253299999999,41.146653,1999,All,N
Missouri State,179566,-93.281281,37.199258,1999,All,N
Delaware,130943,-75.752822,39.679577,1999,All,N
George Mason,232186,-77.307428,38.829976,1999,All,N
Lafayette,213385,-75.209786,40.69956,1999,All,N
Florida A&M,133650,-84.290226,30.428503999999997,1999,All,N
Michigan State,171100,-84.476111,42.73212,1999,All,N
Utah,230764,-111.84604399999999,40.762484,1999,All,N
Kentucky,157085,-84.504747,38.038911,1999,All,N
Arizona,104179,-110.95081499999999,32.232671999999994,1999,All,N
UNC-Charlotte,199139,-80.730919,35.306022,1999,All,N
Kansas,155317,-95.247567,38.958549,1999,All,N
Washington,236948,-122.30514,47.65538,1999,All,N
Villanova,216597,-75.345457,40.039388,1999,All,N
Ole Miss,176017,-89.53743399999999,34.365528999999995,1999,All,N
Miami (OH),204024,-84.732954,39.507757,1999,All,N
Evansville,150534,-87.531644,37.971548999999996,1999,All,N
Rhode Island,217484,-71.52735600000001,41.484691,1999,All,N
Oklahoma,207500,-97.444211,35.209407,1999,All,N
New Mexico State,188030,-106.75206899999999,32.281568,1999,All,N
Arkansas State,106458,-90.679988,35.842388,1999,All,N
Mount St. Mary's,163462,-77.351887,39.681705,1999,All,N
Auburn,100858,-85.488258,32.599378,1999,All,N
Maryland,163286,-76.944721,38.988178000000005,1999,All,N
St. John's,195809,-73.796104,40.722522999999995,1999,All,N
Ohio State,204796,-83.014853,39.999324,1999,All,N
UCLA,110662,-118.44217900000001,34.07178,1999,All,N
Indiana,151351,-86.52655899999999,39.166090000000004,1999,All,N
Louisville,157289,-85.760412,38.216862,1999,All,N
Syracuse,196413,-76.136975,43.040176,1999,All,N
Oklahoma State,207388,-97.069743,36.123084999999996,1999,All,N
Creighton,181002,-95.947811,41.265361,1999,All,N
George Washington,131469,-77.048363,38.899229999999996,1999,All,N
Detroit Mercy,169716,-83.139158,42.414221999999995,1999,All,N
Murray State,157401,-88.323629,36.612419,1999,All,N
Samford,102049,-86.791799,33.464128,1999,All,N
Valparaiso,152600,-87.040172,41.462239000000004,1999,All,N
Winthrop,218964,-81.03140400000001,34.941515,1999,All,N
UConn,129020,-72.249948,41.809098,1999,All,N
Stanford,243744,-122.167359,37.429434,1999,All,N
North Carolina,199120,-79.050969,35.911769,1999,All,N
Arkansas,106397,-94.17698100000001,36.070009000000006,1999,All,N
Iowa,153658,-91.536425,41.661935,1999,All,N
Florida,134130,-82.347911,29.646290000000004,1999,All,N
Minnesota,174066,-93.23546400000001,44.972851,1999,All,N
Missouri,178396,-92.328843,38.94531,1999,All,N
New Mexico,187985,-106.62015500000001,35.083868,1999,All,N
Gonzaga,235316,-117.400625,47.666531,1999,All,N
Penn,215062,-75.19391,39.950928999999995,1999,All,N
UAB,100663,-86.799345,33.505697,1999,All,N
Siena,195474,-73.7526,42.717602,1999,All,N
Weber State,230782,-111.944845,41.192591,1999,All,N
Alcorn State,175342,-91.142854,31.877215999999997,1999,All,N
UTSA,229027,-98.620657,29.583709000000002,1999,All,N
Centroid,0,-88.78086356,37.80584638,1999,All,Y
Duke,198419,-78.937624,36.001135,1999,Sweet 16,N
Missouri State,179566,-93.281281,37.199258,1999,Sweet 16,N
Temple,216339,-75.156859,39.980546000000004,1999,Sweet 16,N
Purdue,243780,-86.914435,40.428206,1999,Sweet 16,N
Michigan State,171100,-84.476111,42.73212,1999,Sweet 16,N
Oklahoma,207500,-97.444211,35.209407,1999,Sweet 16,N
Kentucky,157085,-84.504747,38.038911,1999,Sweet 16,N
Miami (OH),204024,-84.732954,39.507757,1999,Sweet 16,N
Auburn,100858,-85.488258,32.599378,1999,Sweet 16,N
Ohio State,204796,-83.014853,39.999324,1999,Sweet 16,N
St. John's,195809,-73.796104,40.722522999999995,1999,Sweet 16,N
Maryland,163286,-76.944721,38.988178000000005,1999,Sweet 16,N
UConn,129020,-72.249948,41.809098,1999,Sweet 16,N
Iowa,153658,-91.536425,41.661935,1999,Sweet 16,N
Gonzaga,235316,-117.400625,47.666531,1999,Sweet 16,N
Florida,134130,-82.347911,29.646290000000004,1999,Sweet 16,N
Centroid,0,-85.51419169,38.88691231,1999,Sweet 16,Y
Duke,198419,-78.937624,36.001135,1999,Elite 8,N
Temple,216339,-75.156859,39.980546000000004,1999,Elite 8,N
Michigan State,171100,-84.476111,42.73212,1999,Elite 8,N
Kentucky,157085,-84.504747,38.038911,1999,Elite 8,N
Ohio State,204796,-83.014853,39.999324,1999,Elite 8,N
St. John's,195809,-73.796104,40.722522999999995,1999,Elite 8,N
UConn,129020,-72.249948,41.809098,1999,Elite 8,N
Gonzaga,235316,-117.400625,47.666531,1999,Elite 8,N
Centroid,0,-83.69210888,40.868773499999996,1999,Elite 8,Y
Duke,198419,-78.937624,36.001135,1999,Final 4,N
Michigan State,171100,-84.476111,42.73212,1999,Final 4,N
UConn,129020,-72.249948,41.809098,1999,Final 4,N
Ohio State,204796,-83.014853,39.999324,1999,Final 4,N
Centroid,0,-79.669634,40.13541925,1999,Final 4,Y
Duke,198419,-78.937624,36.001135,2000,All,N
Temple,216339,-75.156859,39.980546000000004,2000,All,N
Oklahoma State,207388,-97.069743,36.123084999999996,2000,All,N
Illinois,145637,-88.229114,40.104718,2000,All,N
Florida,134130,-82.347911,29.646290000000004,2000,All,N
Indiana,151351,-86.52655899999999,39.166090000000004,2000,All,N
Oregon,209551,-123.07579199999999,44.045146,2000,All,N
Kansas,155317,-95.247567,38.958549,2000,All,N
DePaul,144740,-87.62724,41.877618,2000,All,N
Seton Hall,186584,-74.246027,40.742336,2000,All,N
Pepperdine,121150,-118.707077,34.037786,2000,All,N
Butler,150163,-86.172167,39.8374,2000,All,N
Penn,215062,-75.19391,39.950928999999995,2000,All,N
Hofstra,191649,-73.60078,40.715959000000005,2000,All,N
Lafayette,213385,-75.209786,40.69956,2000,All,N
Lamar,226091,-94.072244,30.042738,2000,All,N
Stanford,243744,-122.167359,37.429434,2000,All,N
Cincinnati,201885,-84.51428,39.131159000000004,2000,All,N
Ohio State,204796,-83.014853,39.999324,2000,All,N
Tennessee,221759,-83.925852,35.952082,2000,All,N
UConn,129020,-72.249948,41.809098,2000,All,N
Miami (FL),135726,-80.278662,25.72126,2000,All,N
Tulsa,207971,-95.945941,36.152324,2000,All,N
North Carolina,199120,-79.050969,35.911769,2000,All,N
Missouri,178396,-92.328843,38.94531,2000,All,N
UNLV,182281,-115.138462,36.106047,2000,All,N
Arkansas,106397,-94.17698100000001,36.070009000000006,2000,All,N
Utah State,230728,-111.81391,41.740747999999996,2000,All,N
Louisiana-Lafayette,160658,-92.020165,30.212190999999997,2000,All,N
Appalachian State,197869,-81.680583,36.215536,2000,All,N
UNC-Wilmington,199218,-77.875527,34.225223,2000,All,N
South Carolina State,218733,-80.848722,33.497968,2000,All,N
Michigan State,171100,-84.476111,42.73212,2000,All,N
Iowa State,153603,-93.648504,42.026212,2000,All,N
Maryland,163286,-76.944721,38.988178000000005,2000,All,N
Syracuse,196413,-76.136975,43.040176,2000,All,N
Kentucky,157085,-84.504747,38.038911,2000,All,N
UCLA,110662,-118.44217900000001,34.07178,2000,All,N
Auburn,100858,-85.488258,32.599378,2000,All,N
Utah,230764,-111.84604399999999,40.762484,2000,All,N
Saint Louis,179159,-90.2351,38.636801,2000,All,N
Creighton,181002,-95.947811,41.265361,2000,All,N
Ball State,150136,-85.40904300000001,40.203431,2000,All,N
St. Bonaventure,195164,-78.481107,42.080191,2000,All,N
Samford,102049,-86.791799,33.464128,2000,All,N
Iona,191931,-73.788046,40.925725,2000,All,N
Central Connecticut State,128771,-72.765991,41.692502000000005,2000,All,N
Valparaiso,152600,-87.040172,41.462239000000004,2000,All,N
Arizona,104179,-110.95081499999999,32.232671999999994,2000,All,N
St. John's,195809,-73.796104,40.722522999999995,2000,All,N
Oklahoma,207500,-97.444211,35.209407,2000,All,N
LSU,159391,-91.178921,30.414986,2000,All,N
Texas,228778,-97.73827299999999,30.282825,2000,All,N
Purdue,243780,-86.914435,40.428206,2000,All,N
Louisville,157289,-85.760412,38.216862,2000,All,N
Wisconsin,240444,-89.404098,43.075409,2000,All,N
Fresno State,110556,-119.744569,36.811153999999995,2000,All,N
Gonzaga,235316,-117.400625,47.666531,2000,All,N
Dayton,202480,-84.176113,39.739546999999995,2000,All,N
Indiana State,151324,-87.40784599999999,39.469073,2000,All,N
Southeast Missouri State,179557,-89.531187,37.311107,2000,All,N
Winthrop,218964,-81.03140400000001,34.941515,2000,All,N
Northern Arizona,105330,-111.653724,35.188449,2000,All,N
Jackson State,175856,-90.20740500000001,32.296105,2000,All,N
Centroid,0,-90.23028448,37.76633367,2000,All,Y
Duke,198419,-78.937624,36.001135,2000,Sweet 16,N
Florida,134130,-82.347911,29.646290000000004,2000,Sweet 16,N
Oklahoma State,207388,-97.069743,36.123084999999996,2000,Sweet 16,N
Seton Hall,186584,-74.246027,40.742336,2000,Sweet 16,N
North Carolina,199120,-79.050969,35.911769,2000,Sweet 16,N
Tennessee,221759,-83.925852,35.952082,2000,Sweet 16,N
Tulsa,207971,-95.945941,36.152324,2000,Sweet 16,N
Miami (FL),135726,-80.278662,25.72126,2000,Sweet 16,N
Michigan State,171100,-84.476111,42.73212,2000,Sweet 16,N
Syracuse,196413,-76.136975,43.040176,2000,Sweet 16,N
Iowa State,153603,-93.648504,42.026212,2000,Sweet 16,N
UCLA,110662,-118.44217900000001,34.07178,2000,Sweet 16,N
Wisconsin,240444,-89.404098,43.075409,2000,Sweet 16,N
LSU,159391,-91.178921,30.414986,2000,Sweet 16,N
Purdue,243780,-86.914435,40.428206,2000,Sweet 16,N
Gonzaga,235316,-117.400625,47.666531,2000,Sweet 16,N
Centroid,0,-89.33778606,37.48160631,2000,Sweet 16,Y
Florida,134130,-82.347911,29.646290000000004,2000,Elite 8,N
Oklahoma State,207388,-97.069743,36.123084999999996,2000,Elite 8,N
North Carolina,199120,-79.050969,35.911769,2000,Elite 8,N
Tulsa,207971,-95.945941,36.152324,2000,Elite 8,N
Michigan State,171100,-84.476111,42.73212,2000,Elite 8,N
Iowa State,153603,-93.648504,42.026212,2000,Elite 8,N
Wisconsin,240444,-89.404098,43.075409,2000,Elite 8,N
Purdue,243780,-86.914435,40.428206,2000,Elite 8,N
Centroid,0,-88.607214,38.26192687,2000,Elite 8,Y
Michigan State,171100,-84.476111,42.73212,2000,Final 4,N
Wisconsin,240444,-89.404098,43.075409,2000,Final 4,N
Florida,134130,-82.347911,29.646290000000004,2000,Final 4,N
North Carolina,199120,-79.050969,35.911769,2000,Final 4,N
Centroid,0,-83.81977225,37.841397,2000,Final 4,Y
Duke,198419,-78.937624,36.001135,2001,All,N
Kentucky,157085,-84.504747,38.038911,2001,All,N
Boston College,164924,-71.16924200000001,42.336213,2001,All,N
UCLA,110662,-118.44217900000001,34.07178,2001,All,N
Ohio State,204796,-83.014853,39.999324,2001,All,N
USC,123961,-118.28416899999999,34.021281,2001,All,N
Iowa,153658,-91.536425,41.661935,2001,All,N
Georgia,139959,-83.374039,33.956262,2001,All,N
Missouri,178396,-92.328843,38.94531,2001,All,N
Creighton,181002,-95.947811,41.265361,2001,All,N
Oklahoma State,207388,-97.069743,36.123084999999996,2001,All,N
Utah State,230728,-111.81391,41.740747999999996,2001,All,N
Hofstra,191649,-73.60078,40.715959000000005,2001,All,N
Southern Utah,230603,-113.070146,37.674617,2001,All,N
Holy Cross,166124,-71.808214,42.23752,2001,All,N
Monmouth,185572,-74.006447,40.280066,2001,All,N
Stanford,243744,-122.167359,37.429434,2001,All,N
Iowa State,153603,-93.648504,42.026212,2001,All,N
Maryland,163286,-76.944721,38.988178000000005,2001,All,N
Indiana,151351,-86.52655899999999,39.166090000000004,2001,All,N
Cincinnati,201885,-84.51428,39.131159000000004,2001,All,N
Wisconsin,240444,-89.404098,43.075409,2001,All,N
Arkansas,106397,-94.17698100000001,36.070009000000006,2001,All,N
Georgia Tech,139755,-84.394832,33.772420000000004,2001,All,N
Saint Joseph's,215770,-75.238343,39.994442,2001,All,N
Georgetown,131496,-77.073463,38.908809000000005,2001,All,N
Georgia State,139940,-84.38667,33.7527,2001,All,N
BYU,230038,-111.649281,40.250851000000004,2001,All,N
Kent State,203517,-81.34253299999999,41.146653,2001,All,N
George Mason,232186,-77.307428,38.829976,2001,All,N
Hampton,232265,-76.339161,37.019944,2001,All,N
UNC Greensboro,199148,-79.809414,36.068236,2001,All,N
Michigan State,171100,-84.476111,42.73212,2001,All,N
North Carolina,199120,-79.050969,35.911769,2001,All,N
Florida,134130,-82.347911,29.646290000000004,2001,All,N
Oklahoma,207500,-97.444211,35.209407,2001,All,N
Virginia,234076,-78.503428,38.035665,2001,All,N
Texas,228778,-97.73827299999999,30.282825,2001,All,N
Penn State,214777,-77.862848,40.7965,2001,All,N
California,110635,-122.26046299999999,37.871918,2001,All,N
Fresno State,110556,-119.744569,36.811153999999995,2001,All,N
Providence,217402,-71.437446,41.842742,2001,All,N
Temple,216339,-75.156859,39.980546000000004,2001,All,N
Gonzaga,235316,-117.400625,47.666531,2001,All,N
Indiana State,151324,-87.40784599999999,39.469073,2001,All,N
Western Kentucky,157951,-86.456828,36.985034999999996,2001,All,N
Princeton,186131,-74.65936500000001,40.348732,2001,All,N
Alabama State,100724,-86.295677,32.364317,2001,All,N
Illinois,145637,-88.229114,40.104718,2001,All,N
Arizona,104179,-110.95081499999999,32.232671999999994,2001,All,N
Ole Miss,176017,-89.53743399999999,34.365528999999995,2001,All,N
Kansas,155317,-95.247567,38.958549,2001,All,N
Syracuse,196413,-76.136975,43.040176,2001,All,N
Notre Dame,152080,-86.238959,41.703058,2001,All,N
Wake Forest,199847,-80.277446,36.133609,2001,All,N
Tennessee,221759,-83.925852,35.952082,2001,All,N
UNC-Charlotte,199139,-80.730919,35.306022,2001,All,N
Butler,150163,-86.172167,39.8374,2001,All,N
Xavier,206622,-84.47465,39.149547,2001,All,N
Hawaii,141574,-157.818979,21.298598000000002,2001,All,N
Cal State Northridge,110608,-118.529319,34.240126000000004,2001,All,N
Iona,191931,-73.788046,40.925725,2001,All,N
Eastern Illinois,144892,-88.175658,39.479843,2001,All,N
Northwestern State,160038,-93.097797,31.750666,2001,All,N
Winthrop,218964,-81.03140400000001,34.941515,2001,All,N
Centroid,0,-90.25291275,37.84729982,2001,All,Y
Duke,198419,-78.937624,36.001135,2001,Sweet 16,N
UCLA,110662,-118.44217900000001,34.07178,2001,Sweet 16,N
USC,123961,-118.28416899999999,34.021281,2001,Sweet 16,N
Kentucky,157085,-84.504747,38.038911,2001,Sweet 16,N
Stanford,243744,-122.167359,37.429434,2001,Sweet 16,N
Cincinnati,201885,-84.51428,39.131159000000004,2001,Sweet 16,N
Maryland,163286,-76.944721,38.988178000000005,2001,Sweet 16,N
Georgetown,131496,-77.073463,38.908809000000005,2001,Sweet 16,N
Michigan State,171100,-84.476111,42.73212,2001,Sweet 16,N
Gonzaga,235316,-117.400625,47.666531,2001,Sweet 16,N
Temple,216339,-75.156859,39.980546000000004,2001,Sweet 16,N
Penn State,214777,-77.862848,40.7965,2001,Sweet 16,N
Illinois,145637,-88.229114,40.104718,2001,Sweet 16,N
Kansas,155317,-95.247567,38.958549,2001,Sweet 16,N
Arizona,104179,-110.95081499999999,32.232671999999994,2001,Sweet 16,N
Ole Miss,176017,-89.53743399999999,34.365528999999995,2001,Sweet 16,N
Centroid,0,-93.73311969,38.33924075,2001,Sweet 16,Y
Duke,198419,-78.937624,36.001135,2001,Elite 8,N
USC,123961,-118.28416899999999,34.021281,2001,Elite 8,N
Stanford,243744,-122.167359,37.429434,2001,Elite 8,N
Maryland,163286,-76.944721,38.988178000000005,2001,Elite 8,N
Michigan State,171100,-84.476111,42.73212,2001,Elite 8,N
Temple,216339,-75.156859,39.980546000000004,2001,Elite 8,N
Illinois,145637,-88.229114,40.104718,2001,Elite 8,N
Arizona,104179,-110.95081499999999,32.232671999999994,2001,Elite 8,N
Centroid,0,-94.39334649999999,37.686260499999996,2001,Elite 8,Y
Duke,198419,-78.937624,36.001135,2001,Final 4,N
Michigan State,171100,-84.476111,42.73212,2001,Final 4,N
Arizona,104179,-110.95081499999999,32.232671999999994,2001,Final 4,N
Maryland,163286,-76.944721,38.988178000000005,2001,Final 4,N
Centroid,0,-87.82731775,37.48852625,2001,Final 4,Y
Maryland,163286,-76.944721,38.988178000000005,2002,All,N
UConn,129020,-72.249948,41.809098,2002,All,N
Georgia,139959,-83.374039,33.956262,2002,All,N
Kentucky,157085,-84.504747,38.038911,2002,All,N
Marquette,239105,-87.927961,43.03903,2002,All,N
Texas Tech,229115,-101.874783,33.583448,2002,All,N
NC State,199193,-78.67451700000001,35.785111,2002,All,N
Wisconsin,240444,-89.404098,43.075409,2002,All,N
St. John's,195809,-73.796104,40.722522999999995,2002,All,N
Michigan State,171100,-84.476111,42.73212,2002,All,N
Southern Illinois,149222,-89.21727299999999,37.714193,2002,All,N
Tulsa,207971,-95.945941,36.152324,2002,All,N
Valparaiso,152600,-87.040172,41.462239000000004,2002,All,N
Murray State,157401,-88.323629,36.612419,2002,All,N
Hampton,232265,-76.339161,37.019944,2002,All,N
Siena,195474,-73.7526,42.717602,2002,All,N
Alcorn State,175342,-91.142854,31.877215999999997,2002,All,N
Kansas,155317,-95.247567,38.958549,2002,All,N
Oregon,209551,-123.07579199999999,44.045146,2002,All,N
Mississippi State,176080,-88.790139,33.454852,2002,All,N
Illinois,145637,-88.229114,40.104718,2002,All,N
Florida,134130,-82.347911,29.646290000000004,2002,All,N
Texas,228778,-97.73827299999999,30.282825,2002,All,N
Wake Forest,199847,-80.277446,36.133609,2002,All,N
Stanford,243744,-122.167359,37.429434,2002,All,N
Western Kentucky,157951,-86.456828,36.985034999999996,2002,All,N
Pepperdine,121150,-118.707077,34.037786,2002,All,N
Boston College,164924,-71.16924200000001,42.336213,2002,All,N
Creighton,181002,-95.947811,41.265361,2002,All,N
San Diego State,122409,-117.071228,32.77525,2002,All,N
McNeese State,159717,-93.21722199999999,30.178187,2002,All,N
Montana,180489,-113.98291200000001,46.859312,2002,All,N
Holy Cross,166124,-71.808214,42.23752,2002,All,N
Duke,198419,-78.937624,36.001135,2002,All,N
Alabama,100751,-87.545978,33.211875,2002,All,N
Pittsburgh,215293,-79.953254,40.444388000000004,2002,All,N
USC,123961,-118.28416899999999,34.021281,2002,All,N
Indiana,151351,-86.52655899999999,39.166090000000004,2002,All,N
California,110635,-122.26046299999999,37.871918,2002,All,N
Oklahoma State,207388,-97.069743,36.123084999999996,2002,All,N
Notre Dame,152080,-86.238959,41.703058,2002,All,N
UNC-Charlotte,199139,-80.730919,35.306022,2002,All,N
Kent State,203517,-81.34253299999999,41.146653,2002,All,N
Penn,215062,-75.19391,39.950928999999995,2002,All,N
Utah,230764,-111.84604399999999,40.762484,2002,All,N
UNC-Wilmington,199218,-77.875527,34.225223,2002,All,N
Central Connecticut State,128771,-72.765991,41.692502000000005,2002,All,N
Florida Atlantic,133669,-80.10297800000001,26.372421000000003,2002,All,N
Winthrop,218964,-81.03140400000001,34.941515,2002,All,N
Cincinnati,201885,-84.51428,39.131159000000004,2002,All,N
Oklahoma,207500,-97.444211,35.209407,2002,All,N
Arizona,104179,-110.95081499999999,32.232671999999994,2002,All,N
Ohio State,204796,-83.014853,39.999324,2002,All,N
Miami (FL),135726,-80.278662,25.72126,2002,All,N
Gonzaga,235316,-117.400625,47.666531,2002,All,N
Xavier,206622,-84.47465,39.149547,2002,All,N
UCLA,110662,-118.44217900000001,34.07178,2002,All,N
Ole Miss,176017,-89.53743399999999,34.365528999999995,2002,All,N
Hawaii,141574,-157.818979,21.298598000000002,2002,All,N
Wyoming,240727,-105.57931,41.311772999999995,2002,All,N
